survey_id,survey_date,survey_persons,survey_start,survey_end,parliament_id,parliament_name,institute_id,institute_name,tasker_id,tasker_name,result_ssw,result_tierschutzpartei,result_fdp,result_die-partei,result_familie,result_bvb-fw,result_cdu-csu,result_biw,result_cdu,result_gruene,result_werteunion,result_bfth,result_linke,result_bayernpartei,result_piraten,result_sonstige,result_freie-waehler,result_bsw,result_volt,result_plus-brandenburg,result_npd,result_spd,result_bunt-saar,result_oedp,result_afd,result_csu
1288,2019-05-18,1975,2019-05-09,2019-05-15,bundestag,Bundestag,verian-emnid,Verian (Emnid),bild-am-sonntag,BILD am Sonntag,,,9.0,,,,29.0,,,18.0,,,9.0,,,6.0,,,,,,16.0,,,13.0,
1287,2019-05-17,5056,2019-05-09,2019-05-16,europaeisches-parlament,Europäisches Parlament,civey,Civey,augsburger-allgemeine,Augsburger Allgemeine,,,7.0,,,,29.6,,,19.0,,,6.5,,,9.3,,,,,,17.2,,,11.4,
1286,2019-05-17,1313,2019-05-14,2019-05-16,europaeisches-parlament,Europäisches Parlament,forschungsgruppe-wahlen,Forschungsgruppe Wahlen,zdf-politbarometer,ZDF-Politbarometer,,,5.0,,,,30.0,,,19.0,,,7.0,,,10.0,,,,,,17.0,,,12.0,
1285,2019-05-16,1007,2019-05-13,2019-05-15,bremen,Bremische Bürgerschaft,infratest-dimap,Infratest dimap,ard,ARD,,,5.0,,,,,3.0,27.0,18.0,,,12.0,,,5.0,,,,,,24.0,,,6.0,
1284,2019-05-16,1001,2019-05-14,2019-05-15,europaeisches-parlament,Europäisches Parlament,infratest-dimap,Infratest dimap,ard,ARD,,,7.0,3.0,,,28.0,,,17.0,,,7.0,,,6.0,3.0,,,,,17.0,,,12.0,
1283,2019-05-16,1021,2019-05-13,2019-05-15,bremen,Bremische Bürgerschaft,forschungsgruppe-wahlen,Forschungsgruppe Wahlen,zdf-politbarometer,ZDF-Politbarometer,,,5.5,,,,,3.0,26.0,18.0,,,12.0,,,3.0,,,,,,24.5,,,8.0,
1282,2019-05-16,2044,2019-05-10,2019-05-13,europaeisches-parlament,Europäisches Parlament,insa,INSA,bild,BILD,,1.5,7.5,2.0,,,28.0,,,18.0,,,8.0,,1.5,4.0,2.5,,,,,15.0,,,12.0,
1279,2019-05-14,5043,2019-05-07,2019-05-14,europaeisches-parlament,Europäisches Parlament,civey,Civey,spiegel-online,Spiegel Online,,,7.2,,,,30.4,,,18.2,,,7.1,,,9.5,,,,,,16.9,,,10.7,
1278,2019-05-13,2044,2019-05-10,2019-05-13,bundestag,Bundestag,insa,INSA,bild,BILD,,,9.5,,,,28.5,,,19.0,,,9.0,,,4.0,,,,,,16.0,,,14.0,
1277,2019-05-13,2502,2019-05-06,2019-05-10,bundestag,Bundestag,forsa,Forsa,rtl-n-tv,RTL / n-tv,,,8.0,,,,30.0,,,20.0,,,8.0,,,6.0,,,,,,15.0,,,13.0,
1276,2019-05-11,2393,2019-05-02,2019-05-08,bundestag,Bundestag,verian-emnid,Verian (Emnid),bild-am-sonntag,BILD am Sonntag,,,9.0,,,,29.0,,,19.0,,,9.0,,,5.0,,,,,,16.0,,,13.0,
1275,2019-05-10,1040,2019-05-06,2019-05-08,baden-wuerttemberg,Landtag von Baden-Württemberg,insa,INSA,bild,BILD,,,10.0,,,,,,27.0,28.0,,,6.0,,,4.0,2.0,,,,,11.0,,,12.0,
1274,2019-05-10,1357,2019-05-07,2019-05-09,bundestag,Bundestag,forschungsgruppe-wahlen,Forschungsgruppe Wahlen,zdf-politbarometer,ZDF-Politbarometer,,,7.0,,,,30.0,,,20.0,,,8.0,,,5.0,,,,,,16.0,,,14.0,
1273,2019-05-10,1357,2019-05-07,2019-05-09,europaeisches-parlament,Europäisches Parlament,forschungsgruppe-wahlen,Forschungsgruppe Wahlen,zdf-politbarometer,ZDF-Politbarometer,,,6.0,,,,32.0,,,19.0,,,6.0,,,9.0,,,,,,16.0,,,12.0,
1272,2019-05-09,2089,2019-05-03,2019-05-06,europaeisches-parlament,Europäisches Parlament,insa,INSA,bild,BILD,,1.0,7.0,1.5,,,28.0,,,19.0,,,8.0,,1.0,4.0,2.5,,,,,15.0,,,13.0,
1271,2019-05-09,1006,2019-05-02,2019-05-08,bundestag,Bundestag,gms,GMS,gms,GMS,,,8.0,,,,29.0,,,19.0,,,9.0,,,5.0,,,,,,17.0,,,13.0,
1270,2019-05-08,1000,2019-04-29,2019-05-06,saarland,Saarländischer Landtag,infratest-dimap,Infratest dimap,saarlaendischer-rundfunk,Saarländischer Rundfunk,,,4.0,,,,,,37.0,11.0,,,12.0,,,3.0,,,,,,25.0,,,8.0,
1269,2019-05-08,1000,2019-04-30,2019-05-04,berlin,Berliner Abgeordnetenhaus,infratest-dimap,Infratest dimap,rbb-berliner-morgenpost,RBB / Berliner Morgenpost,,,6.0,,,,,,17.0,23.0,,,19.0,,,10.0,,,,,,15.0,,,10.0,
1268,2019-05-07,1000,2019-04-25,2019-05-02,bremen,Bremische Bürgerschaft,infratest-dimap,Infratest dimap,radio-bremen,Radio Bremen,,,6.0,,,,,,26.0,18.0,,,12.0,,,5.0,,,,,,25.0,,,8.0,
1267,2019-05-07,2089,2019-05-03,2019-05-06,bundestag,Bundestag,insa,INSA,bild,BILD,,,9.0,,,,28.5,,,20.0,,,8.5,,,4.0,,,,,,16.0,,,14.0,
1266,2019-05-06,2002,2019-04-29,2019-05-03,bundestag,Bundestag,forsa,Forsa,rtl-n-tv,RTL / n-tv,,,8.0,,,,29.0,,,20.0,,,9.0,,,6.0,,,,,,15.0,,,13.0,
1265,2019-05-04,1903,2019-04-25,2019-04-30,bundestag,Bundestag,verian-emnid,Verian (Emnid),bild-am-sonntag,BILD am Sonntag,,,9.0,,,,28.0,,,19.0,,,9.0,,,5.0,,,,,,17.0,,,13.0,
1264,2019-05-03,1642,2019-04-26,2019-04-29,bundestag,Bundestag,yougov,YouGov,redaktionsnetzwerk-deutschland-rnd,RedaktionsNetzwerk Deutschland (RND),,,9.0,,,,29.0,,,17.0,,,9.0,,,5.0,,,,,,18.0,,,13.0,
1263,2019-05-02,1505,2019-04-29,2019-04-30,europaeisches-parlament,Europäisches Parlament,infratest-dimap,Infratest dimap,ard-tagesthemen,ARD-Tagesthemen,,,7.0,,,,29.0,,,19.0,,,7.0,,,9.0,,,,,,19.0,,,10.0,
1262,2019-05-02,1505,2019-04-29,2019-04-30,bundestag,Bundestag,infratest-dimap,Infratest dimap,ard-tagesthemen,ARD-Tagesthemen,,,8.0,,,,28.0,,,20.0,,,9.0,,,5.0,,,,,,18.0,,,12.0,
1261,2019-04-29,2005,2019-04-26,2019-04-29,bundestag,Bundestag,insa,INSA,bild,BILD,,,10.0,,,,28.0,,,19.0,,,9.0,,,4.0,,,,,,16.0,,,14.0,
1260,2019-04-29,5013,2019-04-22,2019-04-29,europaeisches-parlament,Europäisches Parlament,civey,Civey,spiegel-online,Spiegel Online,,,8.3,,,,31.6,,,17.3,,,6.7,,,8.5,,,,,,16.2,,,11.4,
1259,2019-04-29,10076,2019-04-22,2019-04-29,bundestag,Bundestag,civey,Civey,spiegel-online,Spiegel Online,,,9.3,,,,29.1,,,18.2,,,8.7,,,5.0,,,,,,16.4,,,13.3,
1258,2019-04-29,2009,2019-04-18,2019-04-24,bundestag,Bundestag,forsa,Forsa,rtl-n-tv,RTL / n-tv,,,8.0,,,,27.0,,,20.0,,,9.0,,,6.0,,,,,,17.0,,,13.0,
1257,2019-04-27,1433,2019-04-18,2019-04-24,bundestag,Bundestag,verian-emnid,Verian (Emnid),bild-am-sonntag,BILD am Sonntag,,,9.0,,,,28.0,,,18.0,,,10.0,,,5.0,,,,,,17.0,,,13.0,
1281,2019-04-27,5016,2019-03-29,2019-04-26,bayern,Bayerischer Landtag,civey,Civey,augsburger-allgemeine,Augsburger Allgemeine,,,5.8,,,,,,,20.8,,,3.3,,,5.4,9.7,,,,,10.3,,,8.3,36.4
1256,2019-04-26,1000,2019-04-17,2019-04-24,sachsen,Sächsischer Landtag,insa,INSA,bild,BILD,,,6.0,,,,,,28.0,9.0,,,16.0,,,2.0,3.0,,,,,10.0,,,26.0,
1255,2019-04-26,1005,2019-04-16,2019-04-25,berlin,Berliner Abgeordnetenhaus,forsa,Forsa,berliner-zeitung,Berliner Zeitung,,,7.0,,,,,,17.0,25.0,,,18.0,,,6.0,,,,,,16.0,,,11.0,
1254,2019-04-26,1001,2019-04-16,2019-04-24,hessen,Hessischer Landtag,infratest-dimap,Infratest dimap,hessischer-rundfunk,Hessischer Rundfunk,,,9.0,,,,,,27.0,21.0,,,6.0,,,5.0,,,,,,19.0,,,13.0,
1253,2019-04-25,1001,2019-04-11,2019-04-22,thueringen,Thüringischer Landtag,insa,INSA,funke-medien-thueringen,FUNKE Medien Thüringen,,,6.0,,,,,,27.0,7.0,,,25.0,,,6.0,,,,,,10.0,,,19.0,
1252,2019-04-23,1005,2019-04-18,2019-04-21,bundestag,Bundestag,insa,INSA,bild,BILD,,,10.0,,,,30.0,,,17.0,,,10.0,,,3.0,,,,,,16.0,,,14.0,
1251,2019-04-22,2004,2019-04-15,2019-04-18,bundestag,Bundestag,forsa,Forsa,rtl-n-tv,RTL / n-tv,,,9.0,,,,28.0,,,19.0,,,8.0,,,6.0,,,,,,17.0,,,13.0,
1250,2019-04-20,2709,2019-04-11,2019-04-17,bundestag,Bundestag,verian-emnid,Verian (Emnid),bild-am-sonntag,BILD am Sonntag,,,8.0,,,,28.0,,,19.0,,,9.0,,,5.0,,,,,,18.0,,,13.0,
1249,2019-04-18,1305,2019-04-01,2019-04-12,bundestag,Bundestag,allensbach,Allensbach,frankfurter-allgemeine-zeitung,Frankfurter Allgemeine Zeitung,,,9.0,,,,30.0,,,18.0,,,8.0,,,4.0,,,,,,18.5,,,12.5,
1248,2019-04-18,1051,2019-04-15,2019-04-16,bundestag,Bundestag,infratest-dimap,Infratest dimap,ard-morgenmagazin,ARD-Morgenmagazin,,,8.0,,,,29.0,,,21.0,,,8.0,,,5.0,,,,,,16.0,,,13.0,
1247,2019-04-16,1320,2019-03-19,2019-04-16,thueringen,Thüringischer Landtag,civey,Civey,spiegel-online,Spiegel Online,,,4.9,,,,,,28.6,7.3,,,24.3,,,4.4,,,,,,11.0,,,19.5,
1246,2019-04-16,1380,2019-03-19,2019-04-16,brandenburg,Brandenburgischer Landtag,civey,Civey,spiegel-online,Spiegel Online,,,4.4,,,,,,19.9,9.2,,,16.8,,,5.8,,,,,,23.0,,,20.9,
1245,2019-04-16,3852,2019-03-19,2019-04-16,sachsen,Sächsischer Landtag,civey,Civey,spiegel-online,Spiegel Online,,,6.1,,,,,,29.4,9.9,,,17.4,,,4.8,,,,,,11.6,,,20.8,
1244,2019-04-15,2013,2019-04-12,2019-04-15,bundestag,Bundestag,insa,INSA,bild,BILD,,,9.0,,,,30.5,,,18.0,,,9.0,,,4.0,,,,,,15.5,,,14.0,
1243,2019-04-15,2501,2019-04-08,2019-04-12,bundestag,Bundestag,forsa,Forsa,rtl-n-tv,RTL / n-tv,,,10.0,,,,29.0,,,19.0,,,8.0,,,6.0,,,,,,16.0,,,12.0,
1242,2019-04-13,2559,2019-04-04,2019-04-10,bundestag,Bundestag,verian-emnid,Verian (Emnid),bild-am-sonntag,BILD am Sonntag,,,9.0,,,,30.0,,,17.0,,,9.0,,,6.0,,,,,,17.0,,,12.0,
1241,2019-04-12,1282,2019-04-09,2019-04-11,bundestag,Bundestag,forschungsgruppe-wahlen,Forschungsgruppe Wahlen,zdf-politbarometer,ZDF-Politbarometer,,,8.0,,,,28.0,,,20.0,,,9.0,,,5.0,,,,,,17.0,,,13.0,
1240,2019-04-12,1282,2019-04-09,2019-04-11,europaeisches-parlament,Europäisches Parlament,forschungsgruppe-wahlen,Forschungsgruppe Wahlen,zdf-politbarometer,ZDF-Politbarometer,,,7.0,,,,32.0,,,19.0,,,6.0,,,8.0,,,,,,18.0,,,10.0,
1239,2019-04-10,4000,2019-03-28,2019-04-01,europaeisches-parlament,Europäisches Parlament,insa,INSA,bild,BILD,,2.0,8.0,2.0,,,29.0,,,16.0,,,8.0,,1.0,3.0,3.0,,,,,16.0,,,12.0,
1238,2019-04-09,1030,2019-04-03,2019-04-08,berlin,Berliner Abgeordnetenhaus,insa,INSA,b-z,B.Z.,,,9.0,,,,,,19.0,19.0,,,19.0,,,6.0,,,,,,16.0,,,12.0,
1237,2019-04-09,1000,2019-04-02,2019-04-06,brandenburg,Brandenburgischer Landtag,infratest-dimap,Infratest dimap,rbb-brandenburg-aktuell-antenne-brandenburg,RBB Brandenburg aktuell / Antenne Brandenburg,,,5.0,,,,,,20.0,12.0,,,16.0,,,6.0,,,,,,22.0,,,19.0,
1236,2019-04-08,2040,2019-04-05,2019-04-08,bundestag,Bundestag,insa,INSA,bild,BILD,,,10.0,,,,29.0,,,19.0,,,8.5,,,4.0,,,,,,15.5,,,14.0,
1235,2019-04-06,2355,2019-03-28,2019-04-03,bundestag,Bundestag,verian-emnid,Verian (Emnid),bild-am-sonntag,BILD am Sonntag,,,8.0,,,,31.0,,,18.0,,,9.0,,,5.0,,,,,,17.0,,,12.0,
1234,2019-04-06,2501,2019-04-01,2019-04-05,bundestag,Bundestag,forsa,Forsa,rtl-n-tv,RTL / n-tv,,,10.0,,,,29.0,,,20.0,,,8.0,,,5.0,,,,,,16.0,,,12.0,
1233,2019-04-05,1028,2019-03-07,2019-03-18,sachsen,Sächsischer Landtag,insa,INSA,cdu-sachsen,CDU Sachsen,,,6.0,,,,,,28.0,9.0,,,17.0,,,6.0,,,,,,9.0,,,25.0,
1232,2019-04-04,1503,2019-04-01,2019-04-03,europaeisches-parlament,Europäisches Parlament,infratest-dimap,Infratest dimap,ard-tagesthemen,ARD-Tagesthemen,,,7.0,,,,30.0,,,19.0,,,7.0,,,9.0,,,,,,17.0,,,11.0,
1231,2019-04-04,1003,2019-03-28,2019-04-03,bundestag,Bundestag,gms,GMS,gms,GMS,,,10.0,,,,30.0,,,18.0,,,9.0,,,5.0,,,,,,15.0,,,13.0,
1230,2019-04-04,1003,2019-03-19,2019-03-28,berlin,Berliner Abgeordnetenhaus,forsa,Forsa,berliner-zeitung,Berliner Zeitung,,,8.0,,,,,,18.0,25.0,,,18.0,,,6.0,,,,,,15.0,,,10.0,
1229,2019-04-04,1503,2019-04-01,2019-04-03,bundestag,Bundestag,infratest-dimap,Infratest dimap,ard-tagesthemen,ARD-Tagesthemen,,,9.0,,,,29.0,,,20.0,,,8.0,,,5.0,,,,,,17.0,,,12.0,
1228,2019-04-02,1000,2019-03-22,2019-04-01,bremen,Bremische Bürgerschaft,insa,INSA,bild,BILD,,,7.0,,,,,2.0,25.0,19.0,,,11.0,,,4.0,,,,,,25.0,,,7.0,
1227,2019-04-01,4000,2019-03-28,2019-04-01,bundestag,Bundestag,insa,INSA,bild,BILD,,,10.0,,,,29.5,,,17.5,,,8.5,,,4.5,,,,,,16.5,,,13.5,
1226,2019-03-30,2361,2019-03-21,2019-03-27,bundestag,Bundestag,verian-emnid,Verian (Emnid),bild-am-sonntag,BILD am Sonntag,,,9.0,,,,30.0,,,17.0,,,9.0,,,6.0,,,,,,16.0,,,13.0,
1225,2019-03-30,2504,2019-03-25,2019-03-29,bundestag,Bundestag,forsa,Forsa,rtl-n-tv,RTL / n-tv,,,10.0,,,,28.0,,,20.0,,,8.0,,,6.0,,,,,,16.0,,,12.0,
1280,2019-03-30,4515,2019-03-01,2019-03-29,bayern,Bayerischer Landtag,civey,Civey,augsburger-allgemeine,Augsburger Allgemeine,,,5.4,,,,,,,20.3,,,3.2,,,5.1,10.1,,,,,9.5,,,8.3,38.1
1224,2019-03-28,1633,2019-03-22,2019-03-26,bundestag,Bundestag,yougov,YouGov,redaktionsnetzwerk-deutschland-rnd,RedaktionsNetzwerk Deutschland (RND),,,9.0,,,,30.0,,,17.0,,,9.0,,,5.0,,,,,,18.0,,,12.0,
1223,2019-03-28,1002,2019-03-20,2019-03-26,baden-wuerttemberg,Landtag von Baden-Württemberg,infratest-dimap,Infratest dimap,swr-stuttgarter-zeitung,SWR / Stuttgarter Zeitung,,,9.0,,,,,,28.0,32.0,,,4.0,,,4.0,,,,,,12.0,,,11.0,
1222,2019-03-28,1325,2019-03-25,2019-03-27,europaeisches-parlament,Europäisches Parlament,forschungsgruppe-wahlen,Forschungsgruppe Wahlen,zdf-politbarometer,ZDF-Politbarometer,,,7.0,,,,33.0,,,18.0,,,6.0,,,8.0,,,,,,18.0,,,10.0,
1221,2019-03-28,1325,2019-03-25,2019-03-27,bundestag,Bundestag,forschungsgruppe-wahlen,Forschungsgruppe Wahlen,zdf-politbarometer,ZDF-Politbarometer,,,9.0,,,,30.0,,,19.0,,,9.0,,,5.0,,,,,,15.0,,,13.0,
1220,2019-03-27,1198,2019-03-07,2019-03-21,bundestag,Bundestag,allensbach,Allensbach,frankfurter-allgemeine-zeitung,Frankfurter Allgemeine Zeitung,,,8.5,,,,30.0,,,19.0,,,8.5,,,4.0,,,,,,18.0,,,12.0,
1219,2019-03-26,1005,2019-03-19,2019-03-23,thueringen,Thüringischer Landtag,infratest-dimap,Infratest dimap,mdr,MDR,,,5.0,,,,,,28.0,8.0,,,24.0,,,4.0,,,,,,11.0,,,20.0,
1218,2019-03-26,1008,2019-03-19,2019-03-25,thueringen,Thüringischer Landtag,insa,INSA,bild,BILD,,,5.0,,,,,,27.0,8.0,,,24.0,,,6.0,,,,,,10.0,,,20.0,
1217,2019-03-26,2012,2019-03-22,2019-03-25,bundestag,Bundestag,insa,INSA,bild,BILD,,,9.0,,,,30.5,,,17.5,,,9.0,,,5.0,,,,,,15.5,,,13.5,
1216,2019-03-23,1518,2019-03-14,2019-03-20,bundestag,Bundestag,verian-emnid,Verian (Emnid),bild-am-sonntag,BILD am Sonntag,,,8.0,,,,31.0,,,17.0,,,8.0,,,5.0,,,,,,17.0,,,14.0,
1215,2019-03-23,2501,2019-03-18,2019-03-22,bundestag,Bundestag,forsa,Forsa,rtl-n-tv,RTL / n-tv,,,9.0,,,,30.0,,,20.0,,,8.0,,,6.0,,,,,,16.0,,,11.0,
1214,2019-03-22,703,2019-03-04,2019-03-13,sachsen,Sächsischer Landtag,im-field,IM Field,leipziger-volkszeitung,Leipziger Volkszeitung,,,5.0,,,,,,27.0,16.0,,,17.0,,,4.0,2.0,,,,,11.0,,,18.0,
1213,2019-03-22,1041,2019-03-19,2019-03-20,bundestag,Bundestag,infratest-dimap,Infratest dimap,ard-morgenmagazin,ARD-Morgenmagazin,,,9.0,,,,29.0,,,19.0,,,8.0,,,5.0,,,,,,18.0,,,12.0,
1212,2019-03-21,1000,2019-03-14,2019-03-18,rheinland-pfalz,Landtag von Rheinland-Pfalz,infratest-dimap,Infratest dimap,swr-zur-sache-rheinland-pfalz,SWR Zur Sache Rheinland-Pfalz,,,10.0,,,,,,31.0,14.0,,,6.0,,,4.0,,,,,,24.0,,,11.0,
1211,2019-03-20,1069,2019-01-06,2019-03-02,hamburg,Hamburgische Bürgerschaft,universitaet-hamburg,Universität Hamburg,universitaet-hamburg,Universität Hamburg,,,6.0,,,,,,15.0,29.0,,,9.0,,,3.0,,,,,,35.0,,,4.0,
1210,2019-03-18,2030,2019-03-15,2019-03-18,bundestag,Bundestag,insa,INSA,bild,BILD,,,9.0,,,,29.5,,,17.5,,,9.0,,,4.5,,,,,,16.0,,,14.5,
1209,2019-03-16,1904,2019-03-07,2019-03-13,bundestag,Bundestag,verian-emnid,Verian (Emnid),bild-am-sonntag,BILD am Sonntag,,,8.0,,,,31.0,,,17.0,,,9.0,,,6.0,,,,,,16.0,,,13.0,
1208,2019-03-16,2505,2019-03-11,2019-03-15,bundestag,Bundestag,forsa,Forsa,rtl-n-tv,RTL / n-tv,,,10.0,,,,31.0,,,19.0,,,7.0,,,6.0,,,,,,15.0,,,12.0,
1207,2019-03-15,1290,2019-03-12,2019-03-14,europaeisches-parlament,Europäisches Parlament,forschungsgruppe-wahlen,Forschungsgruppe Wahlen,zdf-politbarometer,ZDF-Politbarometer,,,7.0,,,,35.0,,,18.0,,,6.0,,,7.0,,,,,,18.0,,,9.0,
1206,2019-03-15,1290,2019-03-12,2019-03-14,bundestag,Bundestag,forschungsgruppe-wahlen,Forschungsgruppe Wahlen,zdf-politbarometer,ZDF-Politbarometer,,,8.0,,,,31.0,,,19.0,,,8.0,,,6.0,,,,,,16.0,,,12.0,
1205,2019-03-14,1508,2019-03-11,2019-03-13,europaeisches-parlament,Europäisches Parlament,infratest-dimap,Infratest dimap,ard-tagesthemen,ARD-Tagesthemen,,,6.0,,,,32.0,,,18.0,,,7.0,,,7.0,,,,,,19.0,,,11.0,
1204,2019-03-14,1508,2019-03-11,2019-03-13,bundestag,Bundestag,infratest-dimap,Infratest dimap,ard-tagesthemen,ARD-Tagesthemen,,,8.0,,,,29.0,,,19.0,,,9.0,,,5.0,,,,,,17.0,,,13.0,
1203,2019-03-11,2005,2019-03-08,2019-03-11,bundestag,Bundestag,insa,INSA,bild,BILD,,,10.0,,,,30.5,,,17.5,,,9.0,,,3.5,,,,,,15.0,,,14.5,
1202,2019-03-09,1906,2019-02-28,2019-03-06,bundestag,Bundestag,verian-emnid,Verian (Emnid),bild-am-sonntag,BILD am Sonntag,,,8.0,,,,31.0,,,16.0,,,9.0,,,5.0,,,,,,17.0,,,14.0,
1201,2019-03-09,2501,2019-03-04,2019-03-08,bundestag,Bundestag,forsa,Forsa,rtl-n-tv,RTL / n-tv,,,9.0,,,,31.0,,,19.0,,,8.0,,,6.0,,,,,,15.0,,,12.0,
1200,2019-03-09,4000,2019-02-27,2019-03-01,europaeisches-parlament,Europäisches Parlament,insa,INSA,bild,BILD,,1.5,9.5,1.5,,,29.0,,,15.0,,,9.0,,1.0,3.0,2.5,,,,,16.0,,,12.0,
1199,2019-03-05,1001,2019-02-20,2019-02-28,berlin,Berliner Abgeordnetenhaus,forsa,Forsa,berliner-zeitung,Berliner Zeitung,,,7.0,,,,,,20.0,22.0,,,18.0,,,5.0,,,,,,17.0,,,11.0,
1198,2019-03-04,2502,2019-02-25,2019-03-01,bundestag,Bundestag,forsa,Forsa,rtl-n-tv,RTL / n-tv,,,9.0,,,,30.0,,,20.0,,,8.0,,,6.0,,,,,,16.0,,,11.0,
1197,2019-03-03,4000,2019-02-27,2019-03-01,bundestag,Bundestag,insa,INSA,bild,BILD,,,10.0,,,,29.0,,,15.5,,,10.0,,,4.0,,,,,,17.0,,,14.5,
1196,2019-03-02,1420,2019-02-21,2019-02-27,bundestag,Bundestag,verian-emnid,Verian (Emnid),bild-am-sonntag,BILD am Sonntag,,,8.0,,,,29.0,,,16.0,,,10.0,,,5.0,,,,,,18.0,,,14.0,
1195,2019-02-28,1005,2019-02-21,2019-02-27,bundestag,Bundestag,gms,GMS,gms,GMS,,,9.0,,,,31.0,,,18.0,,,9.0,,,3.0,,,,,,16.0,,,14.0,
1194,2019-02-27,1620,2019-02-22,2019-02-26,bundestag,Bundestag,yougov,YouGov,redaktionsnetzwerk-deutschland-rnd,RedaktionsNetzwerk Deutschland (RND),,,9.0,,,,30.0,,,17.0,,,9.0,,,4.0,,,,,,18.0,,,13.0,
1192,2019-02-26,2048,2019-02-22,2019-02-25,bundestag,Bundestag,insa,INSA,bild,BILD,,,9.5,,,,29.5,,,15.5,,,9.0,,,4.5,,,,,,18.0,,,14.0,
1193,2019-02-25,1005,2019-02-18,2019-02-21,hamburg,Hamburgische Bürgerschaft,infratest-dimap,Infratest dimap,ndr,NDR,,,8.0,,,,,,17.0,22.0,,,10.0,,,4.0,,,,,,31.0,,,8.0,
1191,2019-02-25,11891,2019-02-18,2019-02-25,bundestag,Bundestag,civey,Civey,spiegel-online,Spiegel Online,,,8.8,,,,30.7,,,17.3,,,8.7,,,4.9,,,,,,17.4,,,12.2,
1190,2019-02-24,1001,2019-02-19,2019-02-21,nordrhein-westfalen-nrw,Landtag von Nordrhein-Westfalen,infratest-dimap,Infratest dimap,wdr-westpol,WDR-Westpol,,,12.0,,,,,,30.0,17.0,,,6.0,,,3.0,,,,,,23.0,,,9.0,
1189,2019-02-23,1511,2019-02-14,2019-02-20,bundestag,Bundestag,verian-emnid,Verian (Emnid),bild-am-sonntag,BILD am Sonntag,,,9.0,,,,29.0,,,16.0,,,9.0,,,5.0,,,,,,19.0,,,13.0,
1188,2019-02-23,2501,2019-02-18,2019-02-22,bundestag,Bundestag,forsa,Forsa,rtl-n-tv,RTL / n-tv,,,9.0,,,,30.0,,,20.0,,,7.0,,,6.0,,,,,,16.0,,,12.0,
1187,2019-02-22,1226,2019-02-19,2019-02-21,europaeisches-parlament,Europäisches Parlament,forschungsgruppe-wahlen,Forschungsgruppe Wahlen,zdf-politbarometer,ZDF-Politbarometer,,,6.0,,,,33.0,,,19.0,,,8.0,,,6.0,,,,,,18.0,,,10.0,
1186,2019-02-22,1226,2019-02-19,2019-02-21,bundestag,Bundestag,forschungsgruppe-wahlen,Forschungsgruppe Wahlen,zdf-politbarometer,ZDF-Politbarometer,,,7.0,,,,31.0,,,20.0,,,9.0,,,5.0,,,,,,15.0,,,13.0,
1185,2019-02-22,1029,2019-02-19,2019-02-20,bundestag,Bundestag,infratest-dimap,Infratest dimap,ard-morgenmagazin,ARD-Morgenmagazin,,,8.0,,,,30.0,,,18.0,,,8.0,,,6.0,,,,,,18.0,,,12.0,
1184,2019-02-19,1222,2019-02-01,2019-02-13,bundestag,Bundestag,allensbach,Allensbach,frankfurter-allgemeine-zeitung,Frankfurter Allgemeine Zeitung,,,8.0,,,,30.0,,,18.5,,,8.0,,,4.0,,,,,,18.0,,,13.5,
1183,2019-02-18,2046,2019-02-15,2019-02-18,bundestag,Bundestag,insa,INSA,bild,BILD,,,9.0,,,,30.0,,,15.0,,,9.5,,,4.5,,,,,,18.0,,,14.0,
1182,2019-02-16,1891,2019-02-07,2019-02-13,bundestag,Bundestag,verian-emnid,Verian (Emnid),bild-am-sonntag,BILD am Sonntag,,,8.0,,,,30.0,,,15.0,,,10.0,,,5.0,,,,,,19.0,,,13.0,
1181,2019-02-16,2501,2019-02-11,2019-02-15,bundestag,Bundestag,forsa,Forsa,rtl-n-tv,RTL / n-tv,,,10.0,,,,29.0,,,21.0,,,6.0,,,5.0,,,,,,17.0,,,12.0,
1180,2019-02-15,1006,2019-02-07,2019-02-12,baden-wuerttemberg,Landtag von Baden-Württemberg,insa,INSA,bild,BILD,,,9.0,,,,,,27.0,29.0,,,5.0,,,5.0,,,,,,13.0,,,12.0,
1179,2019-02-14,1503,2019-02-11,2019-02-13,europaeisches-parlament,Europäisches Parlament,infratest-dimap,Infratest dimap,ard-tagesthemen,ARD-Tagesthemen,,,7.0,,,,33.0,,,19.0,,,6.0,,,7.0,,,,,,18.0,,,10.0,
1178,2019-02-14,1503,2019-02-11,2019-02-13,bundestag,Bundestag,infratest-dimap,Infratest dimap,ard-tagesthemen,ARD-Tagesthemen,,,9.0,,,,29.0,,,19.0,,,8.0,,,5.0,,,,,,17.0,,,13.0,
1177,2019-02-11,2051,2019-02-08,2019-02-11,bundestag,Bundestag,insa,INSA,bild,BILD,,,8.5,,,,29.5,,,18.5,,,10.5,,,3.5,,,,,,15.5,,,14.0,
1176,2019-02-11,1005,2019-02-01,2019-02-08,rheinland-pfalz,Landtag von Rheinland-Pfalz,forsa,Forsa,rtl-n-tv,RTL / n-tv,,,8.0,,,,,,31.0,14.0,,,5.0,,,6.0,,,,,,26.0,,,10.0,
1175,2019-02-11,1010,2019-02-01,2019-02-08,niedersachsen,Niedersächsischer Landtag,forsa,Forsa,rtl-n-tv,RTL / n-tv,,,7.0,,,,,,30.0,17.0,,,5.0,,,5.0,,,,,,28.0,,,8.0,
