institute,date,election,sample_size,election_date,days_to_election,cdu,spd,fdp,gru,lin,afd,oth
forsa,1997-03-21,1998.0,2535.0,1998-09-27,555.0,34.0,41.0,5.0,11.0,4.0,,5.0
forsa,1997-02-28,1998.0,2514.0,1998-09-27,576.0,37.0,39.0,4.0,12.0,4.0,,4.0
emnid,1998-09-19,1998.0,,1998-09-27,8.0,38.0,41.0,5.0,6.0,5.0,,5.0
emnid,1998-07-11,1998.0,,1998-09-27,78.0,37.0,42.0,6.0,5.0,4.0,,6.0
emnid,1998-06-27,1998.0,,1998-09-27,92.0,37.0,42.0,6.0,6.0,4.0,,5.0
emnid,1998-04-25,1998.0,,1998-09-27,155.0,35.0,43.0,5.0,6.0,5.0,,6.0
emnid,1998-04-04,1998.0,,1998-09-27,176.0,36.0,41.0,5.0,7.0,4.0,,7.0
forsa,1995-01-06,1998.0,1216.0,1998-09-27,1360.0,42.0,38.0,5.0,8.0,4.0,,3.0
allensbach,1997-04-13,1998.0,1400.0,1998-09-27,532.0,33.9,36.3,7.0,13.2,5.5,,4.1000000000000085
infratest_dimap,1998-06-25,1998.0,,1998-09-27,94.0,37.0,43.0,5.0,7.0,4.0,,4.0
forsa,1998-09-13,1998.0,,1998-09-27,14.0,36.0,42.0,5.0,6.0,5.0,,6.0
forsa,1998-06-26,1998.0,2511.0,1998-09-27,93.0,36.0,43.0,4.0,6.0,6.0,,5.0
forsa,1998-06-19,1998.0,2515.0,1998-09-27,100.0,36.0,43.0,4.0,7.0,5.0,,5.0
forsa,1998-06-12,1998.0,2020.0,1998-09-27,107.0,36.0,43.0,4.0,6.0,6.0,,5.0
forsa,1998-06-05,1998.0,2509.0,1998-09-27,114.0,36.0,43.0,4.0,6.0,6.0,,5.0
fgruppe_wahlen,1996-09-15,1998.0,,1998-09-27,742.0,41.0,35.0,5.0,11.0,4.0,,4.0
forsa,1998-05-22,1998.0,2445.0,1998-09-27,128.0,33.0,45.0,5.0,5.0,6.0,,6.0
forsa,1998-05-15,1998.0,2512.0,1998-09-27,135.0,33.0,46.0,5.0,5.0,5.0,,6.0
forsa,1998-05-08,1998.0,2001.0,1998-09-27,142.0,32.0,46.0,5.0,5.0,6.0,,6.0
forsa,1998-04-18,1998.0,,1998-09-27,162.0,35.0,43.0,5.0,8.0,4.0,,5.0
fgruppe_wahlen,1996-03-15,1998.0,,1998-09-27,926.0,44.0,33.0,4.0,12.0,4.0,,3.0
forsa,1998-04-09,1998.0,2506.0,1998-09-27,171.0,34.0,44.0,5.0,6.0,6.0,,5.0
forsa,1998-09-26,1998.0,,1998-09-27,1.0,38.0,42.0,5.0,6.0,,,9.0
forsa,1998-05-29,1998.0,1971.0,1998-09-27,121.0,35.0,43.0,4.0,6.0,6.0,,6.0
forsa,1998-04-17,1998.0,2005.0,1998-09-27,163.0,35.0,43.0,5.0,6.0,5.0,,6.0
allensbach,1996-03-26,1998.0,1400.0,1998-09-27,915.0,38.1,32.3,6.5,12.9,6.3,,3.9000000000000057
allensbach,1996-04-28,1998.0,1400.0,1998-09-27,882.0,38.5,32.5,8.1,12.0,4.4,,4.5
allensbach,1996-06-03,1998.0,1400.0,1998-09-27,846.0,37.4,32.8,7.3,12.3,5.4,,4.799999999999997
allensbach,1996-06-24,1998.0,1400.0,1998-09-27,825.0,36.2,32.2,8.6,12.8,5.8,,4.3999999999999915
allensbach,1996-07-14,1998.0,1400.0,1998-09-27,805.0,37.4,34.1,8.2,11.4,5.4,,3.5
allensbach,1996-09-06,1998.0,1400.0,1998-09-27,751.0,37.0,35.1,7.8,11.4,5.2,,3.5
allensbach,1996-11-01,1998.0,1400.0,1998-09-27,695.0,36.9,34.2,6.4,13.1,5.4,,4.0
allensbach,1996-11-17,1998.0,1400.0,1998-09-27,679.0,37.6,32.2,7.1,14.4,4.8,,3.8999999999999915
allensbach,1996-12-15,1998.0,1400.0,1998-09-27,651.0,36.6,35.1,6.9,13.7,4.7,,3.0
allensbach,1997-01-27,1998.0,1400.0,1998-09-27,608.0,36.3,35.6,8.1,11.6,5.2,,3.200000000000003
forsa,1997-06-27,1998.0,2507.0,1998-09-27,457.0,34.0,42.0,4.0,10.0,5.0,,5.0
forsa,1997-06-20,1998.0,2524.0,1998-09-27,464.0,34.0,41.0,5.0,11.0,5.0,,4.0
forsa,1997-06-13,1998.0,2510.0,1998-09-27,471.0,34.0,41.0,6.0,9.0,6.0,,4.0
forsa,1997-06-06,1998.0,1002.0,1998-09-27,478.0,35.0,40.0,5.0,11.0,4.0,,5.0
forsa,1997-05-30,1998.0,2012.0,1998-09-27,485.0,34.0,40.0,6.0,11.0,4.0,,5.0
forsa,1997-05-23,1998.0,2510.0,1998-09-27,492.0,35.0,41.0,5.0,10.0,5.0,,4.0
forsa,1997-05-16,1998.0,2006.0,1998-09-27,499.0,34.0,42.0,5.0,10.0,5.0,,4.0
forsa,1997-05-09,1998.0,2004.0,1998-09-27,506.0,34.0,41.0,5.0,11.0,4.0,,5.0
forsa,1997-03-07,1998.0,2512.0,1998-09-27,569.0,34.0,39.0,5.0,14.0,4.0,,4.0
forsa,1997-02-21,1998.0,2522.0,1998-09-27,583.0,35.0,39.0,5.0,12.0,5.0,,4.0
forsa,1997-02-14,1998.0,2509.0,1998-09-27,590.0,36.0,39.0,5.0,11.0,5.0,,4.0
forsa,1997-02-07,1998.0,2514.0,1998-09-27,597.0,36.0,38.0,6.0,11.0,5.0,,4.0
forsa,1997-01-31,1998.0,2510.0,1998-09-27,604.0,36.0,38.0,6.0,13.0,4.0,,3.0
forsa,1997-01-17,1998.0,2512.0,1998-09-27,618.0,38.0,37.0,5.0,13.0,5.0,,2.0
forsa,1997-01-10,1998.0,1005.0,1998-09-27,625.0,38.0,37.0,5.0,12.0,5.0,,3.0
forsa,1996-12-13,1998.0,2503.0,1998-09-27,653.0,38.0,37.0,5.0,12.0,5.0,,3.0
forsa,1996-11-29,1998.0,2514.0,1998-09-27,667.0,39.0,37.0,5.0,12.0,5.0,,2.0
forsa,1996-11-22,1998.0,2511.0,1998-09-27,674.0,39.0,37.0,5.0,12.0,5.0,,2.0
forsa,1996-11-15,1998.0,2506.0,1998-09-27,681.0,39.0,39.0,5.0,10.0,4.0,,3.0
forsa,1996-11-08,1998.0,2510.0,1998-09-27,688.0,39.0,38.0,5.0,10.0,4.0,,4.0
forsa,1996-11-01,1998.0,2502.0,1998-09-27,695.0,38.0,40.0,4.0,10.0,5.0,,3.0
forsa,1996-10-25,1998.0,2028.0,1998-09-27,702.0,37.0,40.0,4.0,11.0,5.0,,3.0
forsa,1996-10-18,1998.0,2532.0,1998-09-27,709.0,38.0,38.0,6.0,11.0,4.0,,3.0
forsa,1996-10-11,1998.0,2015.0,1998-09-27,716.0,38.0,38.0,6.0,10.0,4.0,,4.0
forsa,1996-10-04,1998.0,2528.0,1998-09-27,723.0,39.0,38.0,5.0,11.0,5.0,,2.0
forsa,1996-09-27,1998.0,2520.0,1998-09-27,730.0,38.0,38.0,6.0,12.0,4.0,,2.0
forsa,1996-09-20,1998.0,2517.0,1998-09-27,737.0,39.0,38.0,6.0,9.0,5.0,,3.0
forsa,1996-09-13,1998.0,2513.0,1998-09-27,744.0,39.0,37.0,7.0,9.0,5.0,,3.0
forsa,1996-08-02,1998.0,2505.0,1998-09-27,786.0,40.0,36.0,6.0,10.0,5.0,,3.0
forsa,1996-06-06,1998.0,2004.0,1998-09-27,843.0,39.0,36.0,6.0,12.0,5.0,,2.0
forsa,1996-05-24,1998.0,2014.0,1998-09-27,856.0,38.0,37.0,7.0,11.0,5.0,,2.0
forsa,1996-04-12,1998.0,2017.0,1998-09-27,898.0,44.0,32.0,6.0,9.0,4.0,,5.0
forsa,1996-03-29,1998.0,1004.0,1998-09-27,912.0,43.0,33.0,8.0,10.0,3.0,,3.0
forsa,1996-03-22,1998.0,2511.0,1998-09-27,919.0,41.0,36.0,5.0,10.0,5.0,,3.0
forsa,1996-03-01,1998.0,2507.0,1998-09-27,940.0,40.0,39.0,4.0,11.0,4.0,,2.0
forsa,1996-01-05,1998.0,1512.0,1998-09-27,996.0,41.0,36.0,3.0,13.0,5.0,,2.0
forsa,1995-12-15,1998.0,1004.0,1998-09-27,1017.0,46.0,34.0,4.0,10.0,4.0,,2.0
forsa,1995-12-08,1998.0,1005.0,1998-09-27,1024.0,45.0,35.0,3.0,10.0,5.0,,2.0
forsa,1995-12-01,1998.0,2518.0,1998-09-27,1031.0,45.0,33.0,4.0,11.0,5.0,,2.0
forsa,1995-11-24,1998.0,1009.0,1998-09-27,1038.0,43.0,33.0,4.0,12.0,5.0,,3.0
forsa,1995-11-10,1998.0,2510.0,1998-09-27,1052.0,48.0,27.0,3.0,14.0,5.0,,3.0
forsa,1995-10-27,1998.0,1008.0,1998-09-27,1066.0,47.0,28.0,3.0,14.0,5.0,,3.0
forsa,1995-10-20,1998.0,2518.0,1998-09-27,1073.0,47.0,28.0,5.0,14.0,4.0,,2.0
forsa,1995-10-06,1998.0,1008.0,1998-09-27,1087.0,47.0,28.0,5.0,13.0,4.0,,3.0
forsa,1995-08-18,1998.0,2527.0,1998-09-27,1136.0,46.0,34.0,4.0,9.0,4.0,,3.0
forsa,1995-06-23,1998.0,2517.0,1998-09-27,1192.0,44.0,35.0,4.0,12.0,3.0,,2.0
forsa,1995-05-25,1998.0,2534.0,1998-09-27,1221.0,42.0,36.0,4.0,12.0,4.0,,2.0
forsa,1995-01-20,1998.0,2525.0,1998-09-27,1346.0,42.0,38.0,5.0,8.0,4.0,,3.0
forsa,1998-04-03,1998.0,2505.0,1998-09-27,177.0,34.0,44.0,5.0,6.0,6.0,,5.0
forsa,1998-03-27,1998.0,2503.0,1998-09-27,184.0,35.0,44.0,5.0,7.0,4.0,,5.0
forsa,1998-03-20,1998.0,2513.0,1998-09-27,191.0,34.0,46.0,5.0,6.0,4.0,,5.0
forsa,1998-03-13,1998.0,1002.0,1998-09-27,198.0,34.0,45.0,5.0,8.0,4.0,,4.0
forsa,1998-03-06,1998.0,1498.0,1998-09-27,205.0,36.0,43.0,4.0,8.0,5.0,,4.0
forsa,1998-02-20,1998.0,2515.0,1998-09-27,219.0,37.0,41.0,4.0,10.0,4.0,,4.0
forsa,1998-02-13,1998.0,2508.0,1998-09-27,226.0,35.0,39.0,5.0,11.0,5.0,,5.0
forsa,1998-02-06,1998.0,2502.0,1998-09-27,233.0,36.0,40.0,5.0,10.0,5.0,,4.0
forsa,1998-01-30,1998.0,2514.0,1998-09-27,240.0,36.0,40.0,5.0,11.0,5.0,,3.0
forsa,1998-01-23,1998.0,2511.0,1998-09-27,247.0,37.0,39.0,5.0,11.0,4.0,,4.0
forsa,1998-01-16,1998.0,2509.0,1998-09-27,254.0,36.0,41.0,5.0,11.0,3.0,,4.0
forsa,1997-12-12,1998.0,2514.0,1998-09-27,289.0,38.0,40.0,4.0,11.0,4.0,,3.0
forsa,1997-12-05,1998.0,2506.0,1998-09-27,296.0,39.0,38.0,4.0,11.0,4.0,,4.0
allensbach,1996-10-06,1998.0,1400.0,1998-09-27,721.0,36.0,34.8,8.1,12.7,4.8,,3.6000000000000085
allensbach,1997-03-09,1998.0,1400.0,1998-09-27,567.0,34.3,36.3,7.6,12.2,5.2,,4.400000000000006
forsa,1997-11-21,1998.0,2508.0,1998-09-27,310.0,37.0,39.0,5.0,11.0,4.0,,4.0
forsa,1997-11-14,1998.0,2520.0,1998-09-27,317.0,38.0,38.0,5.0,10.0,4.0,,5.0
forsa,1997-11-07,1998.0,2504.0,1998-09-27,324.0,38.0,37.0,5.0,10.0,4.0,,6.0
forsa,1997-10-31,1998.0,2507.0,1998-09-27,331.0,38.0,38.0,5.0,9.0,4.0,,6.0
forsa,1997-10-24,1998.0,2504.0,1998-09-27,338.0,37.0,39.0,5.0,10.0,5.0,,4.0
forsa,1997-10-17,1998.0,2507.0,1998-09-27,345.0,37.0,38.0,4.0,11.0,5.0,,5.0
forsa,1997-10-10,1998.0,2002.0,1998-09-27,352.0,37.0,39.0,5.0,9.0,5.0,,5.0
forsa,1997-10-03,1998.0,2515.0,1998-09-27,359.0,39.0,39.0,4.0,10.0,4.0,,4.0
forsa,1997-09-19,1998.0,2506.0,1998-09-27,373.0,36.0,41.0,5.0,10.0,5.0,,3.0
forsa,1997-08-01,1998.0,2506.0,1998-09-27,422.0,37.0,40.0,4.0,9.0,5.0,,5.0
forsa,1997-07-25,1998.0,2513.0,1998-09-27,429.0,36.0,41.0,5.0,10.0,4.0,,4.0
forsa,1997-07-18,1998.0,2520.0,1998-09-27,436.0,34.0,42.0,5.0,10.0,5.0,,4.0
forsa,1997-08-15,1998.0,2516.0,1998-09-27,408.0,37.0,39.0,5.0,11.0,5.0,,3.0
forsa,1997-08-08,1998.0,2505.0,1998-09-27,415.0,36.0,40.0,5.0,10.0,5.0,,4.0
forsa,1997-07-04,1998.0,2507.0,1998-09-27,450.0,36.0,40.0,5.0,10.0,5.0,,4.0
forsa,1997-09-26,1998.0,1008.0,1998-09-27,366.0,39.0,38.0,4.0,12.0,4.0,,3.0
forsa,1997-09-12,1998.0,2527.0,1998-09-27,380.0,38.0,40.0,5.0,9.0,5.0,,3.0
forsa,1997-09-05,1998.0,2513.0,1998-09-27,387.0,38.0,39.0,5.0,9.0,5.0,,4.0
forsa,1997-08-29,1998.0,2504.0,1998-09-27,394.0,36.0,41.0,5.0,10.0,4.0,,4.0
forsa,1997-08-22,1998.0,2506.0,1998-09-27,401.0,37.0,40.0,5.0,10.0,4.0,,4.0
emnid,2002-05-09,2002.0,,2002-09-22,136.0,39.0,32.0,11.0,6.0,6.0,,6.0
forsa,1999-10-14,2002.0,,2002-09-22,1074.0,43.0,33.0,4.0,6.0,8.0,,6.0
emnid,2002-05-04,2002.0,,2002-09-22,141.0,40.0,34.0,10.0,6.0,6.0,,4.0
infratest_dimap,2000-01-14,2002.0,,2002-09-22,982.0,38.0,39.0,5.0,7.0,6.0,,5.0
forsa,2001-06-14,2002.0,,2002-09-22,465.0,34.0,41.0,10.0,7.0,4.0,,4.0
infratest_dimap,2000-04-21,2002.0,,2002-09-22,884.0,36.0,39.0,7.0,7.0,6.0,,5.0
emnid,2002-04-13,2002.0,,2002-09-22,162.0,39.0,37.0,8.0,6.0,6.0,,4.0
emnid,2002-04-27,2002.0,,2002-09-22,148.0,40.0,35.0,9.0,5.0,6.0,,5.0
emnid,2002-04-20,2002.0,,2002-09-22,155.0,39.0,36.0,9.0,6.0,6.0,,4.0
infratest_dimap,2000-04-14,2002.0,,2002-09-22,891.0,36.0,39.0,7.0,7.0,6.0,,5.0
infratest_dimap,1999-12-24,2002.0,,2002-09-22,1003.0,43.0,35.0,5.0,6.0,7.0,,4.0
emnid,2000-07-07,2002.0,,2002-09-22,807.0,36.0,38.0,10.0,6.0,6.0,,4.0
emnid,2000-07-28,2002.0,,2002-09-22,786.0,35.0,40.0,8.0,6.0,5.0,,6.0
infratest_dimap,1999-12-11,2002.0,,2002-09-22,1016.0,45.0,34.0,5.0,7.0,5.0,,4.0
forsa,1999-09-23,2002.0,,2002-09-22,1095.0,46.0,32.0,5.0,6.0,6.0,,5.0
emnid,2000-03-17,2002.0,,2002-09-22,919.0,32.0,41.0,9.0,8.0,6.0,,4.0
emnid,2000-06-30,2002.0,,2002-09-22,814.0,37.0,38.0,9.0,6.0,5.0,,5.0
emnid,2002-05-16,2002.0,,2002-09-22,129.0,38.0,,,7.0,5.0,,
infratest_dimap,2000-03-17,2002.0,,2002-09-22,919.0,33.0,40.0,8.0,7.0,7.0,,5.0
infratest_dimap,2000-03-31,2002.0,,2002-09-22,905.0,33.0,41.0,8.0,7.0,7.0,,4.0
allensbach,1999-11-17,2002.0,,2002-09-22,1040.0,44.7,30.399999618530273,6.9,6.900000095367432,6.800000190734863,,4.299999999999997
infratest_dimap,2000-01-07,2002.0,,2002-09-22,989.0,39.0,39.0,5.0,7.0,6.0,,4.0
emnid,2002-06-25,2002.0,2953.0,2002-09-22,89.0,,34.0,9.0,,,,5.0
forsa,1999-09-30,2002.0,,2002-09-22,1088.0,45.0,33.0,5.0,6.0,6.0,,5.0
emnid,2000-06-23,2002.0,,2002-09-22,821.0,39.0,37.0,9.0,6.0,5.0,,4.0
emnid,2002-07-01,2002.0,1302.0,2002-09-22,83.0,,35.0,10.0,,,,5.0
emnid,2000-06-16,2002.0,,2002-09-22,828.0,37.0,38.0,9.0,7.0,5.0,,4.0
infratest_dimap,1999-12-04,2002.0,,2002-09-22,1023.0,47.0,32.0,5.0,5.0,6.0,,5.0
infratest_dimap,1999-12-18,2002.0,,2002-09-22,1009.0,45.0,35.0,5.0,6.0,6.0,,3.0
infratest_dimap,2000-03-24,2002.0,,2002-09-22,912.0,33.0,40.0,8.0,8.0,7.0,,4.0
forsa,2001-06-21,2002.0,,2002-09-22,458.0,36.0,39.0,9.0,7.0,5.0,,4.0
forsa,1999-10-07,2002.0,,2002-09-22,1081.0,43.0,34.0,4.0,6.0,7.0,,6.0
forsa,1999-07-29,2002.0,,2002-09-22,1151.0,45.0,33.0,6.0,5.0,6.0,,5.0
emnid,2000-03-31,2002.0,,2002-09-22,905.0,36.0,39.0,7.0,7.0,7.0,,4.0
emnid,2002-06-11,2002.0,,2002-09-22,103.0,39.0,,,6.0,6.0,,
emnid,2002-08-06,2002.0,,2002-09-22,47.0,41.0,34.0,9.0,7.0,4.0,,5.0
emnid,2000-03-03,2002.0,,2002-09-22,933.0,31.0,43.0,8.0,7.0,6.0,,5.0
emnid,2002-07-30,2002.0,,2002-09-22,54.0,40.0,,,7.0,6.0,,
forsa,2001-07-12,2002.0,,2002-09-22,437.0,34.0,39.0,10.0,7.0,6.0,,4.0
emnid,2000-03-24,2002.0,,2002-09-22,912.0,33.0,41.0,9.0,6.0,6.0,,5.0
emnid,2000-04-07,2002.0,,2002-09-22,898.0,35.0,39.0,7.0,8.0,6.0,,5.0
forsa,2001-06-07,2002.0,,2002-09-22,472.0,33.0,42.0,10.0,6.0,5.0,,4.0
infratest_dimap,2000-01-28,2002.0,,2002-09-22,968.0,32.0,42.0,7.0,7.0,7.0,,5.0
emnid,2002-06-10,2002.0,,2002-09-22,104.0,38.0,34.0,11.0,7.0,6.0,,4.0
emnid,2002-04-06,2002.0,,2002-09-22,169.0,39.0,36.0,9.0,7.0,7.0,,2.0
infratest_dimap,2000-03-10,2002.0,,2002-09-22,926.0,32.0,41.0,9.0,7.0,7.0,,4.0
emnid,2000-04-21,2002.0,,2002-09-22,884.0,38.0,39.0,6.0,7.0,6.0,,4.0
emnid,2000-07-21,2002.0,,2002-09-22,793.0,36.0,39.0,9.0,6.0,5.0,,5.0
emnid,2000-04-14,2002.0,,2002-09-22,891.0,38.0,39.0,6.0,6.0,6.0,,5.0
emnid,2002-06-25,2002.0,,2002-09-22,89.0,40.0,,,6.0,6.0,,
forsa,1999-07-22,2002.0,,2002-09-22,1158.0,46.0,32.0,6.0,5.0,6.0,,5.0
emnid,2000-08-04,2002.0,,2002-09-22,779.0,35.0,40.0,8.0,6.0,5.0,,6.0
emnid,2002-07-11,2002.0,664.0,2002-09-22,73.0,,35.0,,,,,
emnid,2002-06-27,2002.0,,2002-09-22,87.0,,35.0,,,5.0,,5.0
infratest_dimap,2000-01-21,2002.0,,2002-09-22,975.0,33.0,41.0,8.0,7.0,6.0,,5.0
emnid,2000-07-14,2002.0,,2002-09-22,800.0,37.0,38.0,9.0,6.0,5.0,,5.0
infratest_dimap,2000-03-03,2002.0,,2002-09-22,933.0,31.0,42.0,9.0,7.0,7.0,,4.0
infratest_dimap,2000-02-25,2002.0,,2002-09-22,940.0,31.0,43.0,8.0,8.0,7.0,,3.0
forsa,2002-03-13,2002.0,2500.0,2002-09-22,193.0,40.0,35.0,9.0,6.0,6.0,,4.0
emnid,2002-06-20,2002.0,,2002-09-22,94.0,,34.0,,,6.0,,5.0
emnid,2000-04-28,2002.0,,2002-09-22,877.0,38.0,39.0,6.0,7.0,5.0,,5.0
emnid,2000-11-10,2002.0,,2002-09-22,681.0,37.0,38.0,7.0,6.0,5.0,,7.0
emnid,2002-07-01,2002.0,,2002-09-22,83.0,39.0,,,6.0,5.0,,
forsa,2001-07-19,2002.0,,2002-09-22,430.0,34.0,39.0,10.0,7.0,6.0,,4.0
forsa,1999-08-12,2002.0,,2002-09-22,1137.0,46.0,33.0,5.0,5.0,6.0,,5.0
forsa,2001-06-28,2002.0,,2002-09-22,451.0,34.0,38.0,10.0,7.0,8.0,,3.0
allensbach,1999-10-13,2002.0,,2002-09-22,1075.0,44.5,30.799999237060547,5.9,6.800000190734863,7.199999809265137,,4.799999999999997
emnid,2002-08-21,2002.0,,2002-09-22,32.0,41.0,34.0,9.0,6.0,5.0,,5.0
infratest_dimap,2000-10-27,2002.0,,2002-09-22,695.0,36.0,40.0,7.0,6.0,6.0,,5.0
infratest_dimap,2000-02-18,2002.0,,2002-09-22,947.0,31.0,42.0,8.0,8.0,7.0,,4.0
forsa,1999-09-16,2002.0,,2002-09-22,1102.0,47.0,31.0,5.0,6.0,7.0,,4.0
infratest_dimap,2000-05-12,2002.0,,2002-09-22,863.0,36.0,41.0,7.0,6.0,5.0,,5.0
infratest_dimap,1999-11-06,2002.0,,2002-09-22,1051.0,49.0,30.0,5.0,6.0,6.0,,4.0
infratest_dimap,1999-11-20,2002.0,,2002-09-22,1037.0,48.0,31.0,5.0,6.0,6.0,,4.0
forsa,2001-04-26,2002.0,,2002-09-22,514.0,34.0,41.0,9.0,7.0,5.0,,4.0
forsa,2001-04-19,2002.0,,2002-09-22,521.0,35.0,41.0,7.0,6.0,6.0,,5.0
forsa,1999-07-08,2002.0,,2002-09-22,1172.0,45.0,33.0,5.0,6.0,6.0,,5.0
emnid,2002-08-08,2002.0,,2002-09-22,45.0,41.0,34.0,9.0,7.0,4.0,,5.0
emnid,2002-07-18,2002.0,667.0,2002-09-22,66.0,,35.0,,,,,
forsa,1999-10-21,2002.0,,2002-09-22,1067.0,44.0,33.0,4.0,5.0,8.0,,6.0
emnid,2000-02-25,2002.0,,2002-09-22,940.0,30.0,43.0,8.0,8.0,7.0,,4.0
infratest_dimap,2000-11-03,2002.0,,2002-09-22,688.0,37.0,39.0,7.0,6.0,6.0,,5.0
infratest_dimap,2002-09-06,2002.0,2324.0,2002-09-22,16.0,39.5,38.0,9.0,7.5,4.0,,2.5
forsa,2001-05-17,2002.0,,2002-09-22,493.0,33.0,40.0,12.0,6.0,5.0,,4.0
forsa,1999-09-09,2002.0,,2002-09-22,1109.0,48.0,31.0,5.0,5.0,7.0,,4.0
emnid,2001-10-27,2002.0,,2002-09-22,330.0,36.0,41.0,7.0,6.0,5.0,,5.0
infratest_dimap,2000-05-19,2002.0,,2002-09-22,856.0,36.0,40.0,9.0,6.0,5.0,,4.0
emnid,2000-11-03,2002.0,,2002-09-22,688.0,37.0,39.0,7.0,6.0,6.0,,5.0
emnid,2001-07-21,2002.0,,2002-09-22,428.0,35.0,39.0,9.0,7.0,6.0,,4.0
forsa,2001-07-05,2002.0,,2002-09-22,444.0,35.0,38.0,10.0,7.0,7.0,,3.0
infratest_dimap,2000-04-07,2002.0,,2002-09-22,898.0,34.0,39.0,7.0,8.0,7.0,,5.0
emnid,2002-08-15,2002.0,2163.0,2002-09-22,38.0,40.0,34.0,10.0,7.0,5.0,,4.0
emnid,2002-08-02,2002.0,2284.0,2002-09-22,51.0,40.0,,8.0,7.0,,,
infratest_dimap,2000-04-28,2002.0,,2002-09-22,877.0,36.0,40.0,7.0,7.0,6.0,,4.0
forsa,2001-05-23,2002.0,,2002-09-22,487.0,34.0,40.0,11.0,6.0,5.0,,4.0
forsa,2001-08-23,2002.0,,2002-09-22,395.0,36.0,37.0,10.0,7.0,6.0,,4.0
infratest_dimap,1999-10-23,2002.0,,2002-09-22,1065.0,48.0,30.0,5.0,6.0,8.0,,3.0
emnid,2002-06-13,2002.0,2449.0,2002-09-22,101.0,,35.0,,,,,
forsa,2001-08-02,2002.0,,2002-09-22,416.0,33.0,39.0,10.0,8.0,6.0,,4.0
forsa,2001-07-26,2002.0,,2002-09-22,423.0,34.0,39.0,9.0,7.0,7.0,,4.0
forsa,1999-07-15,2002.0,,2002-09-22,1165.0,45.0,32.0,7.0,5.0,6.0,,5.0
forsa,2001-04-05,2002.0,,2002-09-22,535.0,35.0,42.0,8.0,6.0,5.0,,4.0
infratest_dimap,2002-08-23,2002.0,1000.0,2002-09-22,30.0,41.0,36.0,8.0,7.0,4.0,,4.0
emnid,2002-07-04,2002.0,635.0,2002-09-22,80.0,,35.0,,,,,5.0
allensbach,2001-03-14,2002.0,,2002-09-22,557.0,32.4,39.29999923706055,10.0,7.5,6.199999809265137,,4.6000000000000085
forsa,2001-05-31,2002.0,,2002-09-22,479.0,34.0,40.0,10.0,7.0,5.0,,4.0
allensbach,2001-04-18,2002.0,,2002-09-22,522.0,32.9,39.20000076293945,10.2,7.699999809265137,5.699999809265137,,4.299999999999997
forsa,1999-09-02,2002.0,,2002-09-22,1116.0,45.0,33.0,5.0,7.0,6.0,,4.0
emnid,2002-06-20,2002.0,2449.0,2002-09-22,94.0,38.0,,10.0,7.0,,,
infratest_dimap,2000-02-11,2002.0,,2002-09-22,954.0,31.0,42.0,7.0,8.0,7.0,,5.0
infratest_dimap,1999-11-27,2002.0,,2002-09-22,1030.0,48.0,31.0,4.0,5.0,7.0,,5.0
emnid,2002-03-28,2002.0,,2002-09-22,178.0,40.0,36.0,9.0,6.0,6.0,,3.0
emnid,2001-09-15,2002.0,,2002-09-22,372.0,37.0,38.0,8.0,6.0,7.0,,4.0
emnid,2001-06-01,2002.0,1000.0,2002-09-22,478.0,35.0,40.0,9.0,7.0,5.0,,4.0
allensbach,1999-12-15,2002.0,,2002-09-22,1012.0,41.6,32.29999923706055,6.4,7.5,7.099999904632568,,5.099999999999994
emnid,2001-10-13,2002.0,,2002-09-22,344.0,37.0,39.0,8.0,6.0,6.0,,4.0
infratest_dimap,1999-10-09,2002.0,,2002-09-22,1079.0,48.0,31.0,5.0,6.0,7.0,,3.0
emnid,2002-08-23,2002.0,,2002-09-22,30.0,39.0,36.0,9.0,7.0,5.0,,4.0
infratest_dimap,2000-05-05,2002.0,,2002-09-22,870.0,36.0,41.0,7.0,6.0,5.0,,5.0
emnid,2002-08-27,2002.0,,2002-09-22,26.0,40.0,37.0,9.0,6.0,4.0,,4.0
emnid,2002-09-10,2002.0,,2002-09-22,12.0,38.0,38.0,8.0,7.0,4.0,,5.0
emnid,2000-11-17,2002.0,,2002-09-22,674.0,38.0,38.0,7.0,5.0,5.0,,7.0
fgruppe_wahlen,1998-11-13,2002.0,,2002-09-22,1409.0,35.0,44.0,4.0,7.0,4.0,,6.0
forsa,1999-08-26,2002.0,,2002-09-22,1123.0,47.0,32.0,5.0,6.0,6.0,,4.0
forsa,1999-08-19,2002.0,,2002-09-22,1130.0,45.0,34.0,5.0,5.0,7.0,,4.0
infratest_dimap,2002-09-04,2002.0,1000.0,2002-09-22,18.0,40.0,39.0,8.0,7.0,4.0,,2.0
emnid,2001-09-29,2002.0,,2002-09-22,358.0,38.0,39.0,8.0,6.0,5.0,,4.0
fgruppe_wahlen,2002-02-22,2002.0,1191.0,2002-09-22,212.0,40.0,38.0,8.0,5.0,5.0,,4.0
infratest_dimap,1999-09-25,2002.0,,2002-09-22,1093.0,48.0,31.0,5.0,6.0,7.0,,3.0
infratest_dimap,1999-10-02,2002.0,,2002-09-22,1086.0,48.0,31.0,4.0,6.0,7.0,,4.0
infratest_dimap,1999-11-13,2002.0,,2002-09-22,1044.0,49.0,30.0,5.0,6.0,6.0,,4.0
allensbach,1999-04-14,2002.0,,2002-09-22,1257.0,37.9,37.599998474121094,7.5,6.5,5.5,,5.0
